title,address,jobType,educational,workExperience,workTag,salary,salaryMonth,companyTag,hrWork,hrName,practice,companyTitle,companyAvatar,companyNature,companyStatus,companyPeople,detailUrl,companyUrl,dist
Java,苏州,java,本科,3-5年,MES开发经验|Java|Nginx|Hibernate|Tomcat||||||,"[10000, 15000]",0薪,"[""五险一金""]",陆先生,技术负责人,False,固齿数智,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20240409/7bf6f160950405e978dc800cdc5abb60827b32c3f76c1b392de7e80df004c6660bc23b6aeacaec8a.png.webp?x-oss-process=image/resize,w_100,limit_0",医疗器械,未融资,"[0, 20]",https://www.zhipin.com/job_detail/c74203dcd7ba376903R42dS7ElVX.html?lid=aIp3izVV0JE.search.17&securityId=nSkhyUcIuh2cl-G1mHwUWnx54_ydIcj5u1yiGir9f9TRITMD_l_v5UWklBhazujDSfc3J1G10y_MTKOAsEdTfP4Rod5gxmhW4IOFVLlc6mhuKQxwf7QQ&sessionId=,https://www.zhipin.com/gongsi/3b51533ee7e6e9cc1Hd_09S9EVM~.html,昆山市
Java,苏州,java,本科,1-3年,全栈工程师|后端工程师|架构师|Spring|Java,"[11000, 22000]",0薪,"[""全勤奖"", ""年终奖"", ""餐补"", ""补充医疗保险"", ""五险一金""]",沙女士,HR,False,物联智能科技,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20230411/7bf6f160950405e9b062e1cb4824b27e1e4e7b5553e6b278b0407629acd9985916a4c72163afb289.jpg?x-oss-process=image/resize,w_100,limit_0",智能硬件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/9ca69da9645b299d1Xxy2d60EVBS.html?lid=aIp3izVV0JE.search.18&securityId=UjLwvKFpVL9Dz-A1n-u3zmlKReD7ib2FrlXFaXAHUIhqIDa31apqLCsawf3SICGrerOcTgs0jwY00b8bgU85fhf_MlOL_58oT7Ul8hp_9jMkP096CAeV&sessionId=,https://www.zhipin.com/gongsi/d8e6173b0729b9af1n1z3tW6FlQ~.html,昆山市
Java,苏州,java,本科,3-5年,C++|不接受居家办公|Spring|Python,"[10000, 15000]",0薪,"[""绩效奖金"", ""行业领先"", ""食杂店文化"", ""全勤奖"", ""年轻化氛围"", ""快速晋升加薪"", ""法定节假日三薪"", ""人体工椅"", ""年终奖"", ""底薪加提成"", ""保底工资"", ""节假日加班费"", ""五险一金"", ""园区五险一金""]",邵女士,人事HRBP,False,遥遥在望科技,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20220809/7bf6f160950405e9d3d92dad9bf7c88e89f6030ea1230037b0e2a8034d6756a5c0c98fe669357bbc.jpg?x-oss-process=image/resize,w_100,limit_0",社交网络与媒体,不需要融资,"[100, 499]",https://www.zhipin.com/job_detail/cd8f64bd4e5d58f603V42N20FVZR.html?lid=aIp3izVV0JE.search.19&securityId=mTpWTZokDWBwM-E1L0wbROcNiABMOzo0CdxCY57-2aHCqWBA74ue9RHPKUZs5nttI3HHnKOZXg-Ha7blnDYPf9OMeu2cqYuMJ3d86iPGNlFshUxsvMBX&sessionId=,https://www.zhipin.com/gongsi/908db781a5e348771nRz2dW0EVU~.html,
Java,苏州,java,本科,5-10年,Golang|Java|C++|Hive|不接受居家办公|SpringCloud||||,"[9000, 14000]",13薪,无,刘先生,HR,False,常熟市乐汇园贸易,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",电子商务,未融资,"[20, 99]",https://www.zhipin.com/job_detail/d68e5b58c6067a9a1HB72N21F1pU.html?lid=aIp3izVV0JE.search.20&securityId=Kx9V-RN0Ni9jg-v1uhovDABWQ4bnI9sk7ued-KaVoog_XbUnrqbbq2Bk9bN5HowEBm8UD16ne8T-KZY2-FPOM9SvauNsz3Ac3KiVBaezi6jChK8rkHuC&sessionId=,https://www.zhipin.com/gongsi/e18dd6ef59db17a61Hd63t25FFc~.html,常熟市
Java,苏州,java,本科,1-3年,Oracle|SQL Server|Hibernate|Spring|Android|,"[6000, 10000]",13薪,"[""交通补助"", ""股票期权"", ""员工旅游"", ""定期体检"", ""餐补"", ""五险一金"", ""带薪年假"", ""节日福利"", ""年终奖""]",徐先生,招聘者,False,苏州汇诚智通科技...,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20181115/ac36f68cd8bbe94af6f8e5fdbf64d839b336cfaeecd3d87315cab4f9e60baad6.jpg?x-oss-process=image/resize,w_100,limit_0",环保,未融资,"[0, 20]",https://www.zhipin.com/job_detail/dfb758f7bebb81f61nF53Nu0EldW.html?lid=aIp3izVV0JE.search.21&securityId=8X_93afVS5g0F-61CwWS6tg0_r2JB3GYu_bWyiw7A8fGNggPDyp65HW4V3AJM59ju_qSvSXyBu3wKtfU2Tlg0ItcxXkIvflQeywEDGp74nF7gLmbZA~~&sessionId=,https://www.zhipin.com/gongsi/c6392306b32964c31X180tq-GQ~~.html,吴中区
Java,苏州,java,本科,5-10年,Java|物联网|MQTT,"[11000, 18000]",0薪,"[""带薪年假"", ""节日福利"", ""定期体检"", ""零食下午茶"", ""免费班车"", ""加班补助"", ""年终奖"", ""员工旅游"", ""餐补"", ""五险一金""]",田女士,招聘hr,False,中软国际,"https://img.bosszhipin.com/beijin/mcs/banner/5ceba8561d592ff6849e8a0525aacbfecfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,已上市,"[0, 10000]",https://www.zhipin.com/job_detail/15fa0694ab787e9d03R42dW8EFNX.html?lid=aIp3izVV0JE.search.22&securityId=vpOCBWRsHzkEK-01Ev17-_TDn4NTxjdF-qaH52c4n-S2m3j9CGQagwrHRWfMTIEtCdcBtGSq9r6-am87SY9rNe3c9hya7Z-OmSf-6_-b-XMLgbFWwSoxN4ODOwfBZlPrClIW4-sZaMJCI0epE8w~&sessionId=,https://www.zhipin.com/gongsi/2d208a8834e4a58203d43Q~~.html,虎丘区
Java,苏州,java,本科,3-5年,SQL|多线程|MVC开发|Spring|MySQL|GIT|Maven|,"[10000, 15000]",0薪,"[""五险一金"", ""年终奖"", ""带薪年假"", ""员工旅游"", ""餐补"", ""定期体检""]",李先生,软件开发主管,False,博浪,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/dcaed28fb34c5a1c1nN829i4GVdT.html?lid=aIp3izVV0JE.search.23&securityId=Ud-Cbu89GPv7E-Q1e1NIo5AsuujgUMKMjMP4fxn3tMufcOIh8n8qIQYDZnuQuLhoCvHMLgeETqip19_X8NZfRk2qlZQ5j30d3qioARYSdnVd3tAHWg~~&sessionId=,https://www.zhipin.com/gongsi/cff3e03d2a7c82de1H192dW7FQ~~.html,昆山市
Java,苏州,java,大专,在校/应届,后端工程师|Java,"[4000, 5000]",0薪,无,许先生,招聘者,False,标杆供应链,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20211208/7bf6f160950405e90a14afa5912231bd6e89a18efe7ac5979fd56d1501dd30ec88cd658b1c47c601.jpg?x-oss-process=image/resize,w_100,limit_0",电子商务,天使轮,"[20, 99]",https://www.zhipin.com/job_detail/d32c11338c91a7f71X1709W0EVBT.html?lid=aIp3izVV0JE.search.24&securityId=njKz1GS1oiuxU-c1fTn4WWq7Mh41VvCE_ebmftH84FuhfTax0G0Hpwuh6dIIwKohv43EB0KeAytLSQelp4CZKt06euADUaoEUGsKvxjo3xOpEBwtFuMZs89hIpkFu8_mR-G1c85rKPN3JM1eJ6aCt8w~&sessionId=,https://www.zhipin.com/gongsi/9e8d56e18e9a700c1n1z2d6-GVA~.html,昆山市
java,苏州,java,本科,1-3年,Java|物联网经验|不接受居家办公|MySQL|Spring|,"[8000, 10000]",0薪,"[""有无线网"", ""保底工资"", ""包住"", ""年终奖"", ""绩效奖金"", ""五险一金"", ""宿舍有空调"", ""定期体检"", ""团建聚餐"", ""底薪加提成"", ""带薪年假""]",王女士,hr,False,奥莱维,"https://img.bosszhipin.com/beijin/upload/com/logo/20220222/7b5b554d84f9729c801dc805ddef7b4b3832b06d3f9265c4cdee470c583c590429d7a5f433fc6398.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,不需要融资,"[20, 99]",https://www.zhipin.com/job_detail/d906d9de9ee489941Xx43NS6GFRU.html?lid=aIp3izVV0JE.search.25&securityId=Fg3dDhPumg_B8-N128FPVXS-ckL3VZTE_Gr-W-opIOI0gtSNK3Dpcp9c4seml6k86LZaDvlRg6rt_-2FzBnabTtraq0Cv8-GUYBOKnprZn2iLTR1bgAiFBaF6CPnAre2DBEuovUkYh8KvT8TMohC10AY&sessionId=,https://www.zhipin.com/gongsi/c25bca3f774868d81XR_2dS9FlI~.html,相城区
java,苏州,java,本科,3-5年,Java|分布式经验|微服务经验|SpringCloud|MySQL||||,"[10000, 15000]",0薪,"[""加班补助"", ""餐补"", ""带薪年假"", ""节日福利"", ""五险一金"", ""生日福利""]",罗女士,综合部经理,False,篆言信息科技,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20190213/a98bb2202461bed524cdcc1e64027600cfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/7dfde6aec36e770b1HN_39q6EltU.html?lid=aIp3izVV0JE.search.26&securityId=Coc2dPzsCUR78-v12RD1ugOEgaS6XxGDbSMbAgayrc3BG6h5QL5jEpgBQA9DnDrTIorCuE8uDAtpETGYaFnwzFOWxtoY6HOlWtYxpIwjFu-OKwzy1SY~&sessionId=,https://www.zhipin.com/gongsi/820eaaf50d2f6e2b1Hd_3dq4FQ~~.html,吴江区
Java,苏州,java,硕士,3-5年,不接受居家办公|Java|Spring|SpringCloud|MySQL||||,"[6000, 7000]",0薪,无,周先生,人事,False,云锐网络,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",互联网,未融资,"[0, 20]",https://www.zhipin.com/job_detail/240305d20e99df751Hx72du1GVZS.html?lid=aIp3izVV0JE.search.27&securityId=46idYZ_bVjfOM-01Fr9KAffptJ1WdrGp2Hmu7GKKPaXzR7kAho2vj1gm4WM2jihcK1mcfHQJHVXFkbUFK1DA-YTURKKivhNEpM8PkMr-9H_awJtoruQ~&sessionId=,https://www.zhipin.com/gongsi/3af91e18a979a5c31HJz2t20FlU~.html,虎丘区
Java,苏州,java,大专,1-3年,Java|不接受居家办公|MySQL|Spring|WMS,"[8000, 10000]",0薪,"[""员工旅游"", ""股票期权"", ""五险一金"", ""底薪加提成"", ""绩效奖金"", ""团建聚餐"", ""带薪年假"", ""零食下午茶"", ""意外险""]",王女士,hr,False,接传转智能,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20230904/7bf6f160950405e91e67c3560fd2e398f83c047863fbad7b78a802ac05bbd3d8bd42d64162c78866.png.webp?x-oss-process=image/resize,w_100,limit_0",计算机软件,天使轮,"[20, 99]",https://www.zhipin.com/job_detail/86ffbbaecc99b2381HBz3tm0ElFR.html?lid=aIp3izVV0JE.search.28&securityId=_81WYC8wJKBz3-k1iGEEm6SOhp8aoJPguCicjUxLBTZkVNA_mEh1X_U-SYZF0iCZbQntFUhfXKMj6pYW5NVEiuSRP_hSA2JHXWb7SUgzFppNM_Nxawx1EC4umUN2hoH4o14PheY1Nh2a_1RBcf57bb9_&sessionId=,https://www.zhipin.com/gongsi/9d4117f16d9d5f691XB73NW0FVY~.html,吴中区
Java,苏州,java,本科,经验不限,Java|Spring|SpringCloud|MySQL|Redis|,"[18000, 35000]",0薪,"[""股票期权"", ""通讯补贴"", ""加班补助"", ""五险一金"", ""免费班车"", ""零食下午茶"", ""意外险"", ""节假日加班费"", ""节日福利"", ""补充医疗保险"", ""住房补贴"", ""生日福利"", ""年终奖"", ""交通补助"", ""带薪年假"", ""定期体检""]",骆先生,软件开发,False,华为终端有限公司,"https://img.bosszhipin.com/beijin/upload/com/logo/20210316/73ea6807f43915a26ed9cc2674429bae3e8741717a4ad566bdbc95a3b8d77bcb.png?x-oss-process=image/resize,w_100,limit_0",互联网,不需要融资,"[0, 10000]",https://www.zhipin.com/job_detail/cae7d7548852482b1Hx73960FVZX.html?lid=aIp3izVV0JE.search.29&securityId=Nh51zGfJt8s3N-21KMyIizNSPtKoUl-RB8KrsBdy2xWB4OT-XJkYGH5ifcpdBC_FbiEgsoCSCJ8n-Hf6oPecZRBWw2-kzTlOneMVDwUowu_c6le0T4xPLvcZIvZ2H02jlguWkAoW02vG83qagjiOtJE~&sessionId=,https://www.zhipin.com/gongsi/1fcb005b2df3d7d303J73dW4Ew~~.html,
Java,苏州,java,本科,1-3年,多线程,"[15000, 16000]",0薪,无,宫女士,HR,False,苏州知之诚科技,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",生物/制药,未融资,"[0, 20]",https://www.zhipin.com/job_detail/8810efe5fdc3a35a1nN_39m7EFpX.html?lid=aIp3izVV0JE.search.30&securityId=TPEodSe1NuUJw-41y_FlL2lSUzhFs7HtAOxDnbDaBVKTSXjkg6J0-C7RY-89TsCZXQFCeBezU7jVaCjHO_w3MyoPwVtHebVFdb_v74kLdnRhZ6-4uG4~&sessionId=,https://www.zhipin.com/gongsi/99ac4cde21797fe11Hx60tS8FFo~.html,苏州工业园区
java开发,苏州,java,本科,3-5年,Java|银行、券商、基金保险公司|资金资管|金融,"[16000, 22000]",0薪,"[""五险一金"", ""股票期权"", ""年终奖"", ""政府人才房"", ""节日福利"", ""加班补助"", ""餐补"", ""交通补助"", ""带薪年假"", ""通讯补贴"", ""员工旅游""]",韩先生,招聘者,False,赢时胜,"https://img.bosszhipin.com/beijin/mcs/banner/aa3409d03c3701dc874d51e9a60b5e3fcfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,已上市,"[1000, 9999]",https://www.zhipin.com/job_detail/d822152c3f7f1c231H1z2d25ElFX.html?lid=aIoANMNVu0c.search.31&securityId=tMGuxsI0Cdipt-c16K26BfQ3Yhcu3ynnEBSW_lb0RanuffVOORaRX426VexQAc6g60ROJcxCqWvWu84Uu5hTYl0HixQnX9s9FbZmB6QTtg7pvws3a84~&sessionId=,https://www.zhipin.com/gongsi/f4d66efe7d48374b1n142Nu8FlQ~.html,
JAVA开发,苏州,java,本科,3-5年,Java|物联网经验|不接受居家办公|PostgreSQL|MySQL||,"[12000, 18000]",0薪,"[""餐补"", ""五险一金"", ""节日福利"", ""加班补助"", ""带薪年假"", ""通讯补贴""]",张女士,HR,False,江苏若临物联,"https://c-res.zhipin.com/jrs/c021f0bce3bdd9e59aeb22911b7d9b15.jpg?x-oss-process=image/resize,w_100,limit_0",智能硬件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/18d23409286ba6851HB63t26FlFR.html?lid=aIoANMNVu0c.search.32&securityId=WvuW37VMqV08W-H104oc-iqc-1DPUMLs2Y_46QbNaqTykONiNFRG-m6_k_zM2ebqjQadjvB1JzswF9ANOmuvp9aRPLWfdnD2aE3IOtkMn44oJXaAJ7M~&sessionId=,https://www.zhipin.com/gongsi/163c6a81f510710d1nN43t6-F1c~.html,苏州工业园区
Java,苏州,java,本科,1-3年,Java|Hibernate|C|SpringCloud|MySQL|Kafka||||,"[8000, 9000]",0薪,无,张先生,招聘者,False,苏州嘉之泽科技,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",计算机硬件,未融资,"[0, 20]",https://www.zhipin.com/job_detail/a230d7179c3d41761Hxy29W6EVJV.html?lid=aIoANMNVu0c.search.33&securityId=N915gDDo92G0--C1mi7h_bfHEc1MVczw6zhHvHZN8wYmIDq8QoEXSFpkyuF4NEY_Wvb0qB-Bj0wWs1tEFNgWNMziuzkWUEX5cchxziT-6TxodQf1gp5X&sessionId=,https://www.zhipin.com/gongsi/5f7fc2c4ed5886ed1HN_2tm4GFU~.html,吴中区
Java开发,苏州,java,本科,3-5年,Java|Spring|SpringCloud|MySQL|理财|资金|财务,"[11000, 18000]",0薪,"[""团建聚餐"", ""五险一金"", ""带薪年假"", ""补充医疗保险"", ""定期体检""]",吕女士,招聘经理,False,杭州云钞,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/4775e2ee600a9ba41Hxy2N-1EFVX.html?lid=aIoANMNVu0c.search.34&securityId=buP4s1hGWnz4K-o1lBsKDCXBjghWfvEI7Led4xsJmfNgq_Xug13jhEr7JMA3CmYWqeGWMI4JO1tfDmXEBWZTvwAjIgEivLquMIfxNfso74mgu8bvDsYEKlQMeCGv8fdU0Kc5L4slPr2FY1TvXVzrs5Y~&sessionId=,https://www.zhipin.com/gongsi/e3214f22f92e0be61XN_0tW_F1A~.html,吴中区
java后端,苏州,java,本科,5-10年,MES开发经验|Java|不接受居家办公|MySQL|MyBatis|||,"[8000, 12000]",0薪,无,俞先生,总经理,False,红森软件,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[0, 20]",https://www.zhipin.com/job_detail/1f91f8f2a582f5041HJ_2d2-GVFR.html?lid=aIoANMNVu0c.search.35&securityId=WNESaQHfaZUa--K1RohDK_QXElOHeLHobPmmZqeGXIRQE37p0cvfiG4VGwkXW6UIgSrVx3_cHcNR4OFFU8Wg7-twIpfNgs2FeCFR_WdPqnGktGwxK4C5&sessionId=,https://www.zhipin.com/gongsi/7d7b98a5591ce4311HF_3Ni4FFo~.html,常熟市
Java,苏州,java,学历不限,1年以内,Java|Python|C++|Spring|MySQL|Redis|微服务经验|,"[6000, 10000]",0薪,"[""节日福利"", ""年终奖"", ""加班补助"", ""员工旅游"", ""带薪年假"", ""零食下午茶"", ""五险一金"", ""股票期权""]",邱先生,人事,False,时继科技,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20211230/7bf6f160950405e971507f4daa80efa00fab96cd3b9753dfddc19f179e52be361774c826352ed6db.jpg?x-oss-process=image/resize,w_100,limit_0",计算机硬件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/c460e9c2566a292c1HF72961E1VZ.html?lid=aIoANMNVu0c.search.36&securityId=szH0YbaETsQok-X12i6i7QUcUquwXJxBUSYBSKXP73ZXm9HdyzFlaJCC9EXJ0yRCXImRIfQeHhOTBzgEwV17IU7COesU3kJXIW9JxswVsOlXFrNKBg~~&sessionId=,https://www.zhipin.com/gongsi/3dc307e0a458c1b31Hx829u6Fw~~.html,昆山市
java工程师,苏州,java,本科,经验不限,大数据经验|Java|安卓|微服务经验|MySQL||,"[6000, 11000]",13薪,"[""定期体检"", ""节假日加班费"", ""保底工资"", ""零食下午茶"", ""团建聚餐"", ""加班补助"", ""生日福利"", ""法定节假日三薪"", ""绩效奖金"", ""全勤奖"", ""节日福利"", ""五险一金"", ""员工旅游"", ""年终奖"", ""餐补"", ""补充医疗保险"", ""带薪年假""]",赵先生,创始人,False,易百特,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20240627/7bf6f160950405e9f2364d086cde36bdd88d3fb56764da54c6c2b4090202e5e374e2d2d69d83a4d7.png.webp?x-oss-process=image/resize,w_100,limit_0",人工智能,不需要融资,"[20, 99]",https://www.zhipin.com/job_detail/8ff04d3de62108c71nR53tW9FlRT.html?lid=aIoANMNVu0c.search.37&securityId=ZVkdsIJbklSDC-a1nIkAyqD3rWoaqe9QPcQPKVLMf_L0TNq5IP23RmAaljdRAs7Mz38v_Wm2hAP9E6ui2qQUcuFtiaJm6Mwt7Ms1OuvBlFQz_-u2AGfVZ31xG2lNGmSLSBVRApSX6YqGB20r7o5sG90~&sessionId=,https://www.zhipin.com/gongsi/119939e65c44a7221nJ629i7Ew~~.html,苏州工业园区
java资深开发,苏州,java,本科,5-10年,Java|Redis|Spring,"[13000, 18000]",14薪,"[""团建聚餐"", ""员工旅游"", ""带薪年假""]",柏女士,总经理,False,加乘科技,"https://img.bosszhipin.com/beijin/upload/com/logo/20220805/7b5b554d84f9729c43b1df7e2ec824c80043095405072e987a5e4d6b2a474889ed0a387bbf5f9206.jpg?x-oss-process=image/resize,w_100,limit_0",智能硬件,不需要融资,"[20, 99]",https://www.zhipin.com/job_detail/925f0a991bee6e2b1H1809S8EVZZ.html?lid=aIoANMNVu0c.search.38&securityId=slie5vPHRwJkj-b1Wd1NGEB6Uhn8NJkxq2kG9he4sdT-eFAz5QLQxFu4LxK9E504DWHpV0sWPxZVvpsSEttyFU6_LdfMw3-dVV5KxbBIup9wOFR4tJg~&sessionId=,https://www.zhipin.com/gongsi/faceca939c6afcee1nF73Nm4FlM~.html,吴中区
Java工程师,苏州,java,大专,1-3年,全栈工程师|Java|PostgreSQL|MySQL|SpringBoot|,"[7000, 12000]",13薪,"[""餐补""]",骆先生,经理,False,翊翰信息,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20220327/7bf6f160950405e9a3c00c8f67a1bc4c3020d82a073614844872e9353141abfa94bf89e53a0886ad.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[0, 20]",https://www.zhipin.com/job_detail/c8477692eb4804031XVz2Ni4FlpT.html?lid=aIoANMNVu0c.search.39&securityId=2S6gxdFg6DSiD-31KYmR24-0M3N2UkcNp-g-DUuYoLA7vEX4DOiNwSUNaKl-ZMG6yPKgfPk7CQ5-igBC5Ju1O941wYgWL7VefWX_rnIbBTSmT9jF8A~~&sessionId=,https://www.zhipin.com/gongsi/2660ba64a70d6b101XR82dy-ElU~.html,昆山市
JAVA工程师,苏州,java,本科,3-5年,Nginx|Java|物联网经验|MySQL|Redis|MongoDB|,"[6000, 11000]",0薪,"[""五险一金"", ""员工旅游"", ""节日福利"", ""带薪年假"", ""零食下午茶""]",薛先生,招聘者,False,芒种,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20201102/51b1556902e6b14f5f262d4d3af37423f1f17c9408be8a16f502fdd5c4691583_s.jpg?x-oss-process=image/resize,w_100,limit_0",智能硬件,未融资,"[0, 20]",https://www.zhipin.com/job_detail/9208eb5cf6ddad7a1nV80928GVBZ.html?lid=aIoANMNVu0c.search.40&securityId=qU1VnhcM-I46V-B14nG9pgiq3LK-GzKGBRW2MhWujS2UQpETZDv6jHI-0FOi_-Emjh9WvmldvSiI5cms1kOUxS4XO0irC7SJSeUGEg8y1XVSJwE9pw~~&sessionId=,https://www.zhipin.com/gongsi/9aa5b83bce177f151HV43dW0EA~~.html,苏州工业园区
高级java开发,苏州,java,本科,5-10年,Java|不接受居家办公|团队管理经验|MySQL||,"[16000, 22000]",0薪,"[""五险一金"", ""年终奖"", ""定期体检"", ""保底工资"", ""团建聚餐"", ""节日福利"", ""通讯补贴"", ""年度体检"", ""带薪年假"", ""员工旅游"", ""绩效奖金""]",张女士,人事,False,大健云仓科技,"https://img.bosszhipin.com/beijin/mcs/banner/542e5062aaebb6eab8ac32c3fd32f422cfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",电子商务,已上市,"[1000, 9999]",https://www.zhipin.com/job_detail/9929c4513af4d3f61H163N-8ElBY.html?lid=aIoANMNVu0c.search.41&securityId=FSx6Wjhu0QfMX-k19-nDfjP-ILnDPmVR9fNckQj4Aj-hdclIE40aBy6_DsK1b0EcWcGj9JEYAzen-upGSD9WUGnUDPuZix6GtKbrb_bvgp56EOTE2y1kMy3agB4uQooFRSdgoujJR7jOIKTBANIk97c~&sessionId=,https://www.zhipin.com/gongsi/5b70c99acf8079be1n1-29m8FVs~.html,
对日java开发,苏州,java,学历不限,3-5年,日语|对日软件开发,"[10000, 15000]",13薪,"[""团建聚餐"", ""节日福利"", ""绩效奖金"", ""补充医疗保险"", ""有无线网"", ""餐补"", ""宿舍有空调"", ""五险一金"", ""零食下午茶"", ""带薪年假"", ""员工旅游"", ""定期体检"", ""年终奖"", ""包住""]",俞女士,招聘经理,False,昆山海隆,"https://img.bosszhipin.com/beijin/upload/com/logo/20210428/5b1ec8d08a105161f8ff079842613f983a8060011e18a29b99bab8591835683a.png?x-oss-process=image/resize,w_100,limit_0",互联网,未融资,"[1000, 9999]",https://www.zhipin.com/job_detail/97e78f1e171b87ef1XJ62Ny_FlJQ.html?lid=aIoANMNVu0c.search.42&securityId=4zqoWydpP7OR9-E1TaqSmHsU8uearv6Wh9RWRxuP9I9cs0RBJ1EHvzLm1GqR785YfbgoecJpS7HSd7x85bzFFLa-E9ZqZ-LiuuYhYrnSWt8b6DTnH3tgU62xSXcdfvST9iGuGi-SmAMMuoLqquU~&sessionId=,https://www.zhipin.com/gongsi/1498136a06d31cac3nx42tk~.html,昆山市
Java开发,苏州,java,本科,5-10年,Java|数据开发|SpringCloud|MySQL,"[12000, 22000]",0薪,"[""加班补助"", ""绩效奖金"", ""商业保险"", ""生日关怀"", ""五险一金"", ""带薪年假"", ""零食下午茶"", ""交通补助"", ""节日福利"", ""年终奖"", ""定期体检""]",王女士,HRBP专员,False,翌擎科技,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20180223/a46fc16e7547a73e7380343cff9a502dcfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,A轮,"[100, 499]",https://www.zhipin.com/job_detail/032c2875d601fcf603Z52N-5FFRW.html?lid=aIoANMNVu0c.search.43&securityId=8lhvrELs_gvKc-E1mu051CvE13JYHReVyVr6y3jNAOaRohYvU2nPuO0zwywh5PLQYE2RdUTMCLTUXCXhsdJ0CFCyT_Jix7fZM28EdLe2gnF5eiRwygisvQ0PX5vX-97YDZILa4i45uSrLnVGGy22jw~~&sessionId=,https://www.zhipin.com/gongsi/1fbd1dadebc1d29f33N-3tm9.html,
Java工程师,苏州,java,大专,1-3年,Java|CSS|JavaScript|HTML|软件工程师|工程师,"[8000, 12000]",0薪,"[""五险一金"", ""餐补"", ""年终奖"", ""加班补助"", ""员工旅游"", ""零食下午茶""]",江女士,人事,False,双叶软件科技,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20210224/8e3588ed7830a1c8ad4a0a936d64ed48549887703989acaa58b6ee7e45fa3453_s.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,不需要融资,"[100, 499]",https://www.zhipin.com/job_detail/227df998610cfaf40HVz2Nu6FFo~.html?lid=aIoANMNVu0c.search.44&securityId=ZHMnfR_KdSTC5-U19u7lDXT-f4LPreuORsLcBzz3utiERlji-rSwWKa6AWs3Z_9y5N96JbhS5PPVDJKF4Avl25V3Oo-DWjx3mSAxJG63OPl76FMt&sessionId=,https://www.zhipin.com/gongsi/92c8b39d6baa75ea1XN609-0GA~~.html,昆山市
